zip,city,county,display_name,median_income,total_population,poverty_count,poverty_rate,median_age,snap_retailer_count,snap_retailers_per_5000,basket_cost,affordability_score,data_source
07001,Avenel,Bergen,Avenel (Bergen),95935,17143,1197,0.07,39.3,10,2.92,138.0,7.5,census_comprehensive
07002,Bayonne,Bergen,Bayonne (Bergen),81285,70468,10107,0.143,38.6,4,0.28,138.0,8.8,census_comprehensive
07003,Bloomfield,Bergen,Bloomfield (Bergen),98805,52921,4593,0.087,38.1,1,0.09,138.0,7.3,census_comprehensive
07004,Fairfield,Bergen,Fairfield (Bergen),113750,7712,774,0.1,49.8,5,3.24,138.0,6.3,census_comprehensive
07005,Boonton,Bergen,Boonton (Bergen),126411,15240,780,0.051,42.0,7,2.3,138.0,5.7,census_comprehensive
07006,Caldwell,Bergen,Caldwell (Bergen),148645,26417,896,0.034,42.8,3,0.57,138.0,4.8,census_comprehensive
07007,Caldwell,Bergen,Caldwell (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07008,Carteret,Bergen,Carteret (Bergen),87712,25220,2514,0.1,39.3,10,1.98,138.0,8.2,census_comprehensive
07009,Cedar Grove,Bergen,Cedar Grove (Bergen),153654,13317,421,0.032,45.3,10,3.75,138.0,4.7,census_comprehensive
07010,Cliffside Park,Bergen,Cliffside Park (Bergen),94960,25580,2873,0.112,41.0,3,0.59,138.0,7.6,census_comprehensive
07011,Clifton,Bergen,Clifton (Bergen),73589,38817,4010,0.103,39.9,11,1.42,138.0,9.7,census_comprehensive
07012,Clifton,Bergen,Clifton (Bergen),100341,15153,532,0.035,38.4,2,0.66,138.0,7.1,census_comprehensive
07013,Clifton,Bergen,Clifton (Bergen),119291,29419,1560,0.053,46.4,7,1.19,138.0,6.0,census_comprehensive
07014,Clifton,Bergen,Clifton (Bergen),138222,4867,484,0.099,39.0,8,8.22,138.0,5.2,census_comprehensive
07015,Clifton,Bergen,Clifton (Bergen),65000,15000,1800,0.12,38.0,1,0.33,138.0,11.0,census_comprehensive
07016,Cranford,Bergen,Cranford (Bergen),148629,23841,633,0.027,42.9,10,2.1,138.0,4.8,census_comprehensive
07017,East Orange,Bergen,East Orange (Bergen),61552,40809,6953,0.17,36.2,4,0.49,138.0,11.6,census_comprehensive
07018,East Orange,Bergen,East Orange (Bergen),59039,28261,5035,0.178,38.4,12,2.12,138.0,12.1,census_comprehensive
07020,Edgewater,Bergen,Edgewater (Bergen),137847,14544,906,0.062,39.9,6,2.06,138.0,5.2,census_comprehensive
07021,Essex Fells,Bergen,Essex Fells (Bergen),250001,2320,9,0.004,43.8,3,6.47,138.0,2.9,census_comprehensive
07022,Fairview,Bergen,Fairview (Bergen),64152,14920,2638,0.177,39.0,6,2.01,138.0,11.2,census_comprehensive
07023,Fanwood,Bergen,Fanwood (Bergen),176667,7714,105,0.014,42.4,6,3.89,138.0,4.1,census_comprehensive
07024,Fort Lee,Bergen,Fort Lee (Bergen),105594,39785,3328,0.084,47.2,10,1.26,138.0,6.8,census_comprehensive
07026,Garfield,Bergen,Garfield (Bergen),75701,32502,4589,0.141,39.0,12,1.85,138.0,9.5,census_comprehensive
07027,Garwood,Bergen,Garwood (Bergen),100948,4688,432,0.092,42.7,1,1.07,138.0,7.1,census_comprehensive
07028,Glen Ridge,Bergen,Glen Ridge (Bergen),246500,8002,80,0.01,41.2,10,6.25,138.0,2.9,census_comprehensive
07030,Hoboken,Bergen,Hoboken (Bergen),176943,58340,4036,0.069,31.9,5,0.43,138.0,4.1,census_comprehensive
07031,North Arlington,Bergen,North Arlington (Bergen),101493,16368,613,0.037,39.6,12,3.67,138.0,7.1,census_comprehensive
07032,Kearny,Bergen,Kearny (Bergen),83212,40570,4811,0.119,39.2,9,1.11,138.0,8.6,census_comprehensive
07033,Kenilworth,Bergen,Kenilworth (Bergen),126295,8339,496,0.059,38.6,10,6.0,138.0,5.7,census_comprehensive
07034,Lake Hiawatha,Bergen,Lake Hiawatha (Bergen),101500,10406,277,0.027,40.3,5,2.4,138.0,7.1,census_comprehensive
07035,Lincoln Park,Bergen,Lincoln Park (Bergen),117929,11085,352,0.032,47.1,3,1.35,138.0,6.1,census_comprehensive
07036,Linden,Bergen,Linden (Bergen),89942,45101,3978,0.088,40.0,9,1.0,138.0,8.0,census_comprehensive
07037,Area 037,Bergen,Area 037 (Bergen),65000,15000,1800,0.12,38.0,11,3.67,138.0,11.0,census_comprehensive
07039,Livingston,Bergen,Livingston (Bergen),218416,31128,673,0.022,44.3,3,0.48,138.0,3.3,census_comprehensive
07040,Maplewood,Bergen,Maplewood (Bergen),167428,25406,903,0.036,38.7,2,0.39,138.0,4.3,census_comprehensive
07041,Millburn,Bergen,Millburn (Bergen),220923,7610,294,0.039,39.0,3,1.97,138.0,3.2,census_comprehensive
07042,Montclair,Bergen,Montclair (Bergen),127083,27173,2305,0.085,38.8,4,0.74,138.0,5.6,census_comprehensive
07043,Montclair,Bergen,Montclair (Bergen),250001,13502,214,0.016,40.8,3,1.11,138.0,2.9,census_comprehensive
07044,Verona,Bergen,Verona (Bergen),159044,14441,726,0.05,42.9,3,1.04,138.0,4.5,census_comprehensive
07045,Montville,Bergen,Montville (Bergen),179279,10206,295,0.029,48.6,4,1.96,138.0,4.0,census_comprehensive
07046,Mountain Lakes,Bergen,Mountain Lakes (Bergen),250001,4535,60,0.013,43.6,6,6.62,138.0,2.9,census_comprehensive
07047,North Bergen,Bergen,North Bergen (Bergen),75505,61202,7836,0.128,40.8,10,0.82,138.0,9.5,census_comprehensive
07050,Orange,Bergen,Orange (Bergen),53109,33856,7068,0.209,35.1,2,0.3,138.0,13.5,census_comprehensive
07051,Orange,Bergen,Orange (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07052,West Orange,Bergen,West Orange (Bergen),131456,48323,3433,0.071,41.7,8,0.83,138.0,5.5,census_comprehensive
07054,Parsippany,Bergen,Parsippany (Bergen),107955,30139,1668,0.055,41.3,9,1.49,138.0,6.6,census_comprehensive
07055,Passaic,Bergen,Passaic (Bergen),56780,69651,15968,0.229,30.9,8,0.57,138.0,12.6,census_comprehensive
07057,Wallington,Bergen,Wallington (Bergen),82422,11825,1424,0.12,39.0,10,4.23,138.0,8.7,census_comprehensive
07058,Pine Brook,Bergen,Pine Brook (Bergen),147207,5933,332,0.056,40.0,7,5.9,138.0,4.9,census_comprehensive
07059,Warren,Bergen,Warren (Bergen),201579,16433,417,0.025,44.8,5,1.52,138.0,3.6,census_comprehensive
07060,Plainfield,Bergen,Plainfield (Bergen),72882,47560,8347,0.176,33.9,11,1.16,138.0,9.8,census_comprehensive
07062,Plainfield,Bergen,Plainfield (Bergen),92711,15018,2037,0.136,36.2,6,2.0,138.0,7.7,census_comprehensive
07063,Plainfield,Bergen,Plainfield (Bergen),89840,14533,1978,0.136,32.9,11,3.78,138.0,8.0,census_comprehensive
07064,Port Reading,Bergen,Port Reading (Bergen),143194,3742,69,0.018,40.0,6,8.02,138.0,5.0,census_comprehensive
07065,Rahway,Bergen,Rahway (Bergen),90852,29748,2006,0.067,39.0,12,2.02,138.0,7.9,census_comprehensive
07066,Clark,Bergen,Clark (Bergen),122610,15410,438,0.028,43.2,8,2.6,138.0,5.8,census_comprehensive
07067,Colonia,Bergen,Colonia (Bergen),134301,18294,1067,0.058,43.3,12,3.28,138.0,5.3,census_comprehensive
07068,Roseland,Bergen,Roseland (Bergen),160644,6211,143,0.023,47.0,11,8.86,138.0,4.5,census_comprehensive
07069,Watchung,Bergen,Watchung (Bergen),166693,6545,158,0.024,46.8,10,7.64,138.0,4.3,census_comprehensive
07070,Rutherford,Bergen,Rutherford (Bergen),136069,18748,883,0.047,40.7,11,2.93,138.0,5.3,census_comprehensive
07071,Lyndhurst,Bergen,Lyndhurst (Bergen),109021,22343,1487,0.067,40.3,9,2.01,138.0,6.6,census_comprehensive
07072,Carlstadt,Bergen,Carlstadt (Bergen),94854,6343,667,0.105,44.0,12,9.46,138.0,7.6,census_comprehensive
07073,East Rutherford,Bergen,East Rutherford (Bergen),91789,10154,750,0.074,36.5,12,5.91,138.0,7.8,census_comprehensive
07074,Moonachie,Bergen,Moonachie (Bergen),108359,3106,117,0.038,38.4,8,12.88,138.0,6.6,census_comprehensive
07075,Wood Ridge,Bergen,Wood Ridge (Bergen),131412,10094,654,0.065,39.7,10,4.95,138.0,5.5,census_comprehensive
07076,Scotch Plains,Bergen,Scotch Plains (Bergen),173564,24667,694,0.028,42.7,1,0.2,138.0,4.1,census_comprehensive
07077,Sewaren,Bergen,Sewaren (Bergen),106926,3196,82,0.026,45.6,6,9.39,138.0,6.7,census_comprehensive
07078,Short Hills,Bergen,Short Hills (Bergen),250001,14183,473,0.033,41.0,4,1.41,138.0,2.9,census_comprehensive
07079,South Orange,Bergen,South Orange (Bergen),184769,18369,1020,0.056,36.8,4,1.09,138.0,3.9,census_comprehensive
07080,South Plainfield,Bergen,South Plainfield (Bergen),126161,24215,836,0.035,41.7,9,1.86,138.0,5.7,census_comprehensive
07081,Springfield,Bergen,Springfield (Bergen),146059,16984,931,0.055,42.4,1,0.29,138.0,4.9,census_comprehensive
07082,Towaco,Bergen,Towaco (Bergen),194464,5688,89,0.016,47.6,2,1.76,138.0,3.7,census_comprehensive
07083,Union,Bergen,Union (Bergen),118106,57036,3454,0.061,41.6,8,0.7,138.0,6.1,census_comprehensive
07084,Area 084,Bergen,Area 084 (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07085,Area 085,Bergen,Area 085 (Bergen),65000,15000,1800,0.12,38.0,6,2.0,138.0,11.0,census_comprehensive
07086,Weehawken,Bergen,Weehawken (Bergen),122653,16946,1077,0.064,37.9,10,2.95,138.0,5.8,census_comprehensive
07087,Union City,Bergen,Union City (Bergen),65369,66375,14020,0.211,37.8,1,0.08,138.0,11.0,census_comprehensive
07088,Vauxhall,Bergen,Vauxhall (Bergen),92041,3083,208,0.067,41.9,8,12.97,138.0,7.8,census_comprehensive
07089,Area 089,Bergen,Area 089 (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07090,Westfield,Bergen,Westfield (Bergen),212700,30760,630,0.02,41.0,1,0.16,138.0,3.4,census_comprehensive
07091,Westfield,Bergen,Westfield (Bergen),65000,15000,1800,0.12,38.0,4,1.33,138.0,11.0,census_comprehensive
07092,Mountainside,Bergen,Mountainside (Bergen),210100,6967,195,0.028,48.7,6,4.31,138.0,3.4,census_comprehensive
07093,West New York,Bergen,West New York (Bergen),70389,63321,12547,0.198,37.4,9,0.71,138.0,10.2,census_comprehensive
07094,Secaucus,Bergen,Secaucus (Bergen),134746,21437,1262,0.059,38.6,7,1.63,138.0,5.3,census_comprehensive
07095,Woodbridge,Bergen,Woodbridge (Bergen),99718,20086,1461,0.073,38.9,9,2.24,138.0,7.2,census_comprehensive
07096,Secaucus,Bergen,Secaucus (Bergen),65000,15000,1800,0.12,38.0,2,0.67,138.0,11.0,census_comprehensive
07097,Jersey City,Bergen,Jersey City (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07098,Avenel,Bergen,Avenel (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07099,Kearny,Bergen,Kearny (Bergen),65000,15000,1800,0.12,38.0,1,0.33,138.0,11.0,census_comprehensive
07101,Newark,Bergen,Newark (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07102,Newark,Bergen,Newark (Bergen),37093,12954,3653,0.282,32.3,4,1.54,138.0,19.3,census_comprehensive
07103,Newark,Bergen,Newark (Bergen),42397,36733,10702,0.291,31.8,12,1.63,138.0,16.9,census_comprehensive
07104,Newark,Bergen,Newark (Bergen),51199,54277,12179,0.224,35.6,8,0.74,138.0,14.0,census_comprehensive
07105,Newark,Bergen,Newark (Bergen),55752,56657,9912,0.175,34.6,1,0.09,138.0,12.9,census_comprehensive
07106,Newark,Bergen,Newark (Bergen),48105,35999,7546,0.21,35.3,11,1.53,138.0,14.9,census_comprehensive
07107,Newark,Bergen,Newark (Bergen),49892,42132,9601,0.228,36.4,2,0.24,138.0,14.4,census_comprehensive
07108,Newark,Bergen,Newark (Bergen),33960,28317,10167,0.359,32.2,4,0.71,138.0,21.1,census_comprehensive
07109,Belleville,Bergen,Belleville (Bergen),90164,37785,3891,0.103,41.1,9,1.19,138.0,8.0,census_comprehensive
07110,Nutley,Bergen,Nutley (Bergen),115215,29746,1711,0.058,40.3,4,0.67,138.0,6.2,census_comprehensive
07111,Irvington,Bergen,Irvington (Bergen),59232,60334,10829,0.179,34.9,8,0.66,138.0,12.1,census_comprehensive
07112,Newark,Bergen,Newark (Bergen),55171,27633,5984,0.217,35.3,2,0.36,138.0,13.0,census_comprehensive
07113,Area 113,Bergen,Area 113 (Bergen),65000,15000,1800,0.12,38.0,4,1.33,138.0,11.0,census_comprehensive
07114,Newark,Bergen,Newark (Bergen),34167,12658,3231,0.255,40.3,5,1.98,138.0,21.0,census_comprehensive
07115,Area 115,Bergen,Area 115 (Bergen),65000,15000,1800,0.12,38.0,6,2.0,138.0,11.0,census_comprehensive
07116,Area 116,Bergen,Area 116 (Bergen),65000,15000,1800,0.12,38.0,12,4.0,138.0,11.0,census_comprehensive
07117,Area 117,Bergen,Area 117 (Bergen),65000,15000,1800,0.12,38.0,11,3.67,138.0,11.0,census_comprehensive
07118,Area 118,Bergen,Area 118 (Bergen),65000,15000,1800,0.12,38.0,11,3.67,138.0,11.0,census_comprehensive
07120,Area 120,Bergen,Area 120 (Bergen),65000,15000,1800,0.12,38.0,10,3.33,138.0,11.0,census_comprehensive
07121,Area 121,Bergen,Area 121 (Bergen),65000,15000,1800,0.12,38.0,2,0.67,138.0,11.0,census_comprehensive
07122,Area 122,Bergen,Area 122 (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07123,Area 123,Bergen,Area 123 (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07124,Area 124,Bergen,Area 124 (Bergen),65000,15000,1800,0.12,38.0,6,2.0,138.0,11.0,census_comprehensive
07126,Area 126,Bergen,Area 126 (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07127,Area 127,Bergen,Area 127 (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07128,Area 128,Bergen,Area 128 (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07130,Area 130,Bergen,Area 130 (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07131,Area 131,Bergen,Area 131 (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07132,Area 132,Bergen,Area 132 (Bergen),65000,15000,1800,0.12,38.0,2,0.67,138.0,11.0,census_comprehensive
07133,Area 133,Bergen,Area 133 (Bergen),65000,15000,1800,0.12,38.0,4,1.33,138.0,11.0,census_comprehensive
07134,Area 134,Bergen,Area 134 (Bergen),65000,15000,1800,0.12,38.0,1,0.33,138.0,11.0,census_comprehensive
07135,Area 135,Bergen,Area 135 (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07136,Area 136,Bergen,Area 136 (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07137,Area 137,Bergen,Area 137 (Bergen),65000,15000,1800,0.12,38.0,5,1.67,138.0,11.0,census_comprehensive
07139,Area 139,Bergen,Area 139 (Bergen),65000,15000,1800,0.12,38.0,11,3.67,138.0,11.0,census_comprehensive
07201,Elizabeth,Bergen,Elizabeth (Bergen),62026,27725,5159,0.186,36.9,1,0.18,138.0,11.6,census_comprehensive
07202,Elizabeth,Bergen,Elizabeth (Bergen),68071,44638,5397,0.121,36.2,6,0.67,138.0,10.5,census_comprehensive
07203,Roselle,Bergen,Roselle (Bergen),82967,22455,2318,0.103,39.8,1,0.22,138.0,8.6,census_comprehensive
07204,Roselle Park,Bergen,Roselle Park (Bergen),104418,13965,708,0.051,38.6,6,2.15,138.0,6.9,census_comprehensive
07205,Hillside,Bergen,Hillside (Bergen),98558,22179,2104,0.095,36.3,10,2.25,138.0,7.3,census_comprehensive
07206,Elizabeth,Bergen,Elizabeth (Bergen),60992,31120,5678,0.182,31.9,12,1.93,138.0,11.8,census_comprehensive
07207,Elizabeth,Bergen,Elizabeth (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07208,Elizabeth,Bergen,Elizabeth (Bergen),61873,32404,4331,0.134,38.4,11,1.7,138.0,11.6,census_comprehensive
07209,Area 209,Bergen,Area 209 (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07210,Area 210,Bergen,Area 210 (Bergen),65000,15000,1800,0.12,38.0,4,1.33,138.0,11.0,census_comprehensive
07211,Area 211,Bergen,Area 211 (Bergen),65000,15000,1800,0.12,38.0,11,3.67,138.0,11.0,census_comprehensive
07212,Area 212,Bergen,Area 212 (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07213,Area 213,Bergen,Area 213 (Bergen),65000,15000,1800,0.12,38.0,11,3.67,138.0,11.0,census_comprehensive
07214,Area 214,Bergen,Area 214 (Bergen),65000,15000,1800,0.12,38.0,10,3.33,138.0,11.0,census_comprehensive
07215,Elizabeth,Bergen,Elizabeth (Bergen),65000,15000,1800,0.12,38.0,1,0.33,138.0,11.0,census_comprehensive
07216,Elizabeth,Bergen,Elizabeth (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07217,Area 217,Bergen,Area 217 (Bergen),65000,15000,1800,0.12,38.0,11,3.67,138.0,11.0,census_comprehensive
07218,Area 218,Bergen,Area 218 (Bergen),65000,15000,1800,0.12,38.0,5,1.67,138.0,11.0,census_comprehensive
07220,Area 220,Bergen,Area 220 (Bergen),65000,15000,1800,0.12,38.0,1,0.33,138.0,11.0,census_comprehensive
07221,Area 221,Bergen,Area 221 (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07222,Area 222,Bergen,Area 222 (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07223,Area 223,Bergen,Area 223 (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07224,Area 224,Bergen,Area 224 (Bergen),65000,15000,1800,0.12,38.0,5,1.67,138.0,11.0,census_comprehensive
07226,Area 226,Bergen,Area 226 (Bergen),65000,15000,1800,0.12,38.0,10,3.33,138.0,11.0,census_comprehensive
07227,Area 227,Bergen,Area 227 (Bergen),65000,15000,1800,0.12,38.0,10,3.33,138.0,11.0,census_comprehensive
07228,Area 228,Bergen,Area 228 (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07301,Area 301,Bergen,Area 301 (Bergen),65000,15000,1800,0.12,38.0,4,1.33,138.0,11.0,census_comprehensive
07302,Jersey City,Bergen,Jersey City (Bergen),166854,55448,3907,0.07,34.4,3,0.27,138.0,4.3,census_comprehensive
07303,Jersey City,Bergen,Jersey City (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07304,Jersey City,Bergen,Jersey City (Bergen),68432,49260,9854,0.2,34.6,9,0.91,138.0,10.5,census_comprehensive
07305,Jersey City,Bergen,Jersey City (Bergen),77126,71643,13552,0.189,35.7,8,0.56,138.0,9.3,census_comprehensive
07306,Jersey City,Bergen,Jersey City (Bergen),75861,54567,10031,0.184,35.7,5,0.46,138.0,9.5,census_comprehensive
07307,Jersey City,Bergen,Jersey City (Bergen),80745,42242,5646,0.134,36.4,6,0.71,138.0,8.9,census_comprehensive
07308,Jersey City,Bergen,Jersey City (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07309,Jersey City,Bergen,Jersey City (Bergen),65000,15000,1800,0.12,38.0,11,3.67,138.0,11.0,census_comprehensive
07310,Jersey City,Bergen,Jersey City (Bergen),172946,14577,1772,0.122,30.7,4,1.37,138.0,4.1,census_comprehensive
07311,Jersey City,Bergen,Jersey City (Bergen),179928,1954,64,0.033,30.2,5,12.79,138.0,4.0,census_comprehensive
07312,Area 312,Bergen,Area 312 (Bergen),65000,15000,1800,0.12,38.0,2,0.67,138.0,11.0,census_comprehensive
07313,Area 313,Bergen,Area 313 (Bergen),65000,15000,1800,0.12,38.0,11,3.67,138.0,11.0,census_comprehensive
07314,Area 314,Bergen,Area 314 (Bergen),65000,15000,1800,0.12,38.0,11,3.67,138.0,11.0,census_comprehensive
07315,Area 315,Bergen,Area 315 (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07316,Area 316,Bergen,Area 316 (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07317,Area 317,Bergen,Area 317 (Bergen),65000,15000,1800,0.12,38.0,12,4.0,138.0,11.0,census_comprehensive
07318,Area 318,Bergen,Area 318 (Bergen),65000,15000,1800,0.12,38.0,4,1.33,138.0,11.0,census_comprehensive
07401,Allendale,Bergen,Allendale (Bergen),156992,6820,223,0.033,45.7,10,7.33,138.0,4.6,census_comprehensive
07402,Area 402,Bergen,Area 402 (Bergen),65000,15000,1800,0.12,38.0,10,3.33,138.0,11.0,census_comprehensive
07403,Bloomingdale,Bergen,Bloomingdale (Bergen),126825,7644,830,0.109,43.8,8,5.23,138.0,5.7,census_comprehensive
07404,Area 404,Bergen,Area 404 (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07405,Butler,Bergen,Butler (Bergen),127500,17859,956,0.054,41.9,10,2.8,138.0,5.6,census_comprehensive
07406,Area 406,Bergen,Area 406 (Bergen),65000,15000,1800,0.12,38.0,4,1.33,138.0,11.0,census_comprehensive
07407,Elmwood Park,Bergen,Elmwood Park (Bergen),100852,21287,2114,0.099,39.9,5,1.17,138.0,7.1,census_comprehensive
07408,Area 408,Bergen,Area 408 (Bergen),65000,15000,1800,0.12,38.0,12,4.0,138.0,11.0,census_comprehensive
07409,Area 409,Bergen,Area 409 (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07410,Fair Lawn,Bergen,Fair Lawn (Bergen),147952,35153,2124,0.06,39.2,3,0.43,138.0,4.8,census_comprehensive
07411,Area 411,Bergen,Area 411 (Bergen),65000,15000,1800,0.12,38.0,2,0.67,138.0,11.0,census_comprehensive
07412,Area 412,Bergen,Area 412 (Bergen),65000,15000,1800,0.12,38.0,5,1.67,138.0,11.0,census_comprehensive
07413,Area 413,Bergen,Area 413 (Bergen),65000,15000,1800,0.12,38.0,6,2.0,138.0,11.0,census_comprehensive
07414,Area 414,Bergen,Area 414 (Bergen),65000,15000,1800,0.12,38.0,5,1.67,138.0,11.0,census_comprehensive
07415,Area 415,Bergen,Area 415 (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07416,Franklin,Bergen,Franklin (Bergen),90869,5746,419,0.073,50.6,12,10.44,138.0,7.9,census_comprehensive
07417,Franklin Lakes,Bergen,Franklin Lakes (Bergen),231184,11035,354,0.032,46.9,11,4.98,138.0,3.1,census_comprehensive
07418,Glenwood,Bergen,Glenwood (Bergen),200296,2523,25,0.01,38.0,4,7.93,138.0,3.6,census_comprehensive
07419,Hamburg,Sussex,Hamburg (Sussex),109325,10102,800,0.079,44.6,5,2.47,124.8,5.9,census_comprehensive
07420,Haskell,Passaic,Haskell (Passaic),106915,5235,458,0.087,42.9,12,11.46,127.2,6.2,census_comprehensive
07421,Hewitt,Passaic,Hewitt (Passaic),132419,7660,237,0.031,46.4,3,1.96,127.2,5.0,census_comprehensive
07422,Highland Lakes,Sussex,Highland Lakes (Sussex),110526,5216,107,0.021,45.4,7,6.71,124.8,5.9,census_comprehensive
07424,Little Falls,Passaic,Little Falls (Passaic),104122,27475,1246,0.045,44.0,11,2.0,127.2,6.3,census_comprehensive
07435,Newfoundland,Passaic,Newfoundland (Passaic),143191,2430,16,0.007,51.6,9,18.52,127.2,4.6,census_comprehensive
07438,Oak Ridge,Morris,Oak Ridge (Morris),119594,11045,727,0.066,45.7,3,1.36,134.4,5.8,census_comprehensive
07439,Ogdensburg,Sussex,Ogdensburg (Sussex),104946,2231,157,0.07,38.7,1,2.24,124.8,6.2,census_comprehensive
07440,Pequannock,Morris,Pequannock (Morris),147976,4810,94,0.02,37.2,9,9.36,134.4,4.7,census_comprehensive
07442,Pompton Lakes,Passaic,Pompton Lakes (Passaic),119038,11010,1061,0.096,39.4,3,1.36,127.2,5.6,census_comprehensive
07444,Pompton Plains,Morris,Pompton Plains (Morris),113661,10766,739,0.069,53.3,2,0.93,134.4,6.1,census_comprehensive
07456,Ringwood,Passaic,Ringwood (Passaic),142529,11600,281,0.024,43.6,2,0.86,127.2,4.6,census_comprehensive
07457,Riverdale,Morris,Riverdale (Morris),96667,4084,414,0.101,50.2,12,14.69,134.4,7.2,census_comprehensive
07460,Stockholm,Sussex,Stockholm (Sussex),118229,2990,79,0.026,43.9,11,18.39,124.8,5.5,census_comprehensive
07461,Sussex,Sussex,Sussex (Sussex),104441,18575,1056,0.057,43.1,1,0.27,124.8,6.2,census_comprehensive
07462,Vernon,Sussex,Vernon (Sussex),99125,6892,486,0.071,49.0,9,6.53,124.8,6.5,census_comprehensive
07465,Wanaque,Passaic,Wanaque (Passaic),113673,5969,182,0.03,50.1,9,7.54,127.2,5.8,census_comprehensive
07470,Wayne,Passaic,Wayne (Passaic),151561,54131,1566,0.029,41.7,6,0.55,127.2,4.4,census_comprehensive
07480,West Milford,Passaic,West Milford (Passaic),114056,14440,462,0.032,48.4,5,1.73,127.2,5.8,census_comprehensive
07501,Paterson,Bergen,Paterson (Bergen),40699,35321,9753,0.276,31.3,3,0.42,138.0,17.6,census_comprehensive
07502,Paterson,Bergen,Paterson (Bergen),68649,17488,3906,0.223,33.2,6,1.72,138.0,10.4,census_comprehensive
07503,Paterson,Bergen,Paterson (Bergen),60295,19567,4050,0.207,33.4,5,1.28,138.0,11.9,census_comprehensive
07504,Paterson,Bergen,Paterson (Bergen),67269,13485,2472,0.183,37.8,7,2.6,138.0,10.7,census_comprehensive
07505,Paterson,Bergen,Paterson (Bergen),33311,4617,1782,0.386,37.5,3,3.25,138.0,21.5,census_comprehensive
07506,Hawthorne,Bergen,Hawthorne (Bergen),118093,19472,986,0.051,42.3,7,1.8,138.0,6.1,census_comprehensive
07507,Hawthorne,Bergen,Hawthorne (Bergen),65000,15000,1800,0.12,38.0,4,1.33,138.0,11.0,census_comprehensive
07508,Haledon,Bergen,Haledon (Bergen),94611,23611,2534,0.107,41.6,3,0.64,138.0,7.6,census_comprehensive
07509,Paterson,Bergen,Paterson (Bergen),65000,15000,1800,0.12,38.0,10,3.33,138.0,11.0,census_comprehensive
07510,Paterson,Bergen,Paterson (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07511,Totowa,Bergen,Totowa (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07512,Totowa,Bergen,Totowa (Bergen),114177,10919,413,0.038,43.1,10,4.58,138.0,6.3,census_comprehensive
07513,Paterson,Bergen,Paterson (Bergen),64320,10961,1967,0.179,33.3,9,4.11,138.0,11.1,census_comprehensive
07514,Paterson,Bergen,Paterson (Bergen),65492,18912,2930,0.155,39.1,11,2.91,138.0,10.9,census_comprehensive
